Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Randomise questionnaire elements?,Question Key,Response
1,1.6965E+12,05.10.2023 10:52,1.6965E+12,3,05.10.2023 13:52,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,BEGIN QUESTIONNAIRE,
2,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,1_dob-month,5
3,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,1_dob-year,1998
4,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,2_pob,Россия
5,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,3_residence,Иваново
6,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,4_handedness,правша
7,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,4_handedness-quantised,1
8,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,5_hearinglevel,Полная потеря слуха (>90 дБ)
9,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,5_hearinglevel-quantised,1
10,1.6965E+12,05.10.2023 10:55,1.6965E+12,3,05.10.2023 13:54,142916,11,questionnaire-3kt6,,32043736,ujinlwog,9476587,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x820,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,6_hearing-aids,да
