Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Randomise questionnaire elements?,Question Key,Response
1,1.69624E+12,02.10.2023 11:02,1.69624E+12,3,02.10.2023 14:01,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,BEGIN QUESTIONNAIRE,
2,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,1_dob-month,1
3,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,1_dob-year,1985
4,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,2_pob,москва
5,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,3_residence,москва
6,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,4_handedness,правша
7,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,4_handedness-quantised,1
8,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,5_hearinglevel,Полная потеря слуха (>90 дБ)
9,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,5_hearinglevel-quantised,1
10,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,6_hearing-aids,нет
11,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,6_hearing-aids-quantised,2
12,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,6b_CIage,
13,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,7_deafnessreason,с самого рождения
14,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,8_born-deaf,да
15,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,8_born-deaf-quantised,1
16,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,8a_deafness-age,
17,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,9_SL-exposure,6
18,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,10_SL-introduction-path,в школе
19,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,10_SL-introduction-path-quantised,4
20,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,11_SL-years,с 6 лет
21,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,12_SL-peers,да
22,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,12_SL-peers-quantised,1
23,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,13_college,да
24,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,13_college-quantised,1
25,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,14_deaf-clubs,да
26,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,14_deaf-clubs-quantised,1
27,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,15_freq-of-use,Каждый день
28,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,15_freq-of-use-quantised,1
29,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,16_preferred-language,РЖЯ
30,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,16_preferred-language-quantised,1
31,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,17_home-language,КЖР
32,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,18_formal-writing ,да
33,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,18_formal-writing -quantised,1
34,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,response-1,да
35,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,response-1-quantised,1
36,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,20_formal-reading,да
37,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,20_formal-reading-quantised,1
38,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,21_informal-reading,да
39,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,21_informal-reading-quantised,1
40,1.69624E+12,02.10.2023 11:03,1.69624E+12,3,02.10.2023 14:03,142916,11,questionnaire-3kt6,,31972543,71448fyn,9454567,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Yandex 23.7.0.2610,1344x840,1344x764,Accepted,,,RSL questionnaire,3,rsl_list2,Not on phone,,Accepted,No,END QUESTIONNAIRE,116254
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
