Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Randomise questionnaire elements?,Question Key,Response
16,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,8_born-deaf,ja
17,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,8_born-deaf-quantised,1
18,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,8a_deafness-age,
19,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,9_SL-exposure,1
20,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,10_SL-introduction-path,via foreldre
21,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,10_SL-introduction-path-quantised,1
22,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,11_SL-years,34 år
23,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,12_SL-peers,ja
24,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,12_SL-peers-quantised,1
25,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,13_college,nei
26,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,13_college-quantised,2
27,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,14_deaf-clubs,ja
28,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,14_deaf-clubs-quantised,1
29,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,15_freq-of-use,Hver dag
30,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,15_freq-of-use-quantised,1
31,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,16_preferred-language,tegnspråk
32,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,16_preferred-language-quantised,1
33,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,16_preferred-language-text,
34,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,17_home-language,tegnspråk
35,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,18_formal-writing ,ja
36,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,18_formal-writing -quantised,1
37,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,response-1,ja
38,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,response-1-quantised,1
39,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,20_formal-reading,nei
40,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,20_formal-reading-quantised,2
41,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,21_informal-reading,nei
42,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,21_informal-reading-quantised,2
43,1.70E+12,07.11.2023 13:42,1.70E+12,1,07.11.2023 14:42,142915,21,questionnaire-zt1x,,32770975,poeinvlv,9696122,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,827x606,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,,No,END QUESTIONNAIRE,93819
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
