Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Randomise questionnaire elements?,Question Key,Response
1,1.69478E+12,15.09.2023 12:53,1.69478E+12,2,15.09.2023 14:53,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1301x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,BEGIN QUESTIONNAIRE,
2,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,1_dob-month,2
3,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,1_dob-year,1986
4,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,2_pob,Tønsberg
5,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,3_residence,Sandefjord
6,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,4_handedness,høyrehendt
7,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,4_handedness-quantised,1
8,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,5_hearinglevel,Alvorlig hørselstap (>90 dB)
9,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,5_hearinglevel-quantised,1
10,1.69478E+12,15.09.2023 12:56,1.69478E+12,2,15.09.2023 14:56,142915,10,questionnaire-zt1x,,31693697,BLIND,9368241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.81,3840x1200,1286x838,Accepted,,,NSL questionnaire,13,Not on phone,Accepted,,list2,No,6_hearing-aids,nei
