Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Randomise questionnaire elements?,Question Key,Response
11,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6_hearing-aids-quantised,1
12,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6a_CI,nei
13,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6a_CI-quantised,2
14,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6b_CIage,
15,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,7_deafnessreason,Røde hunder
16,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,8_born-deaf,ja
17,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,8_born-deaf-quantised,1
18,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,8a_deafness-age,
19,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,9_SL-exposure,1
20,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,10_SL-introduction-path,annet
21,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,10_SL-introduction-path-quantised,5
22,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,11_SL-years,43
23,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,12_SL-peers,ja
24,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,12_SL-peers-quantised,1
25,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,13_college,ja
26,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,13_college-quantised,1
27,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,14_deaf-clubs,ja
28,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,14_deaf-clubs-quantised,1
29,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,15_freq-of-use,Hver dag
30,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,15_freq-of-use-quantised,1
31,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,16_preferred-language,tegnspråk
32,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,16_preferred-language-quantised,1
33,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,16_preferred-language-text,
34,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,17_home-language,tegn til tale
35,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,18_formal-writing ,ja
36,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,18_formal-writing -quantised,1
37,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,response-1,ja
38,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,response-1-quantised,1
39,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,20_formal-reading,ja
40,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,20_formal-reading-quantised,1
41,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,21_informal-reading,ja
42,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,21_informal-reading-quantised,1
43,1.69651E+12,05.10.2023 12:11,1.69651E+12,2,05.10.2023 14:10,142915,11,questionnaire-zt1x,,32046264,8o5bdk3a,9477400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,1305x1068,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,END QUESTIONNAIRE,92129
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
